id,text,length,races,difficulty_rating,top_score,top_100,average,active_since,top_score_user
4350539,"Listen well, we are different than regular people because we...",507,9075,1.027,208.95,167.8,87.67,2020-08-04,joshua728
4350540,Pain is inevitable. Suffering is optional. Say you're runnin...,233,1533,0.9,186.15,136.61,74.7,2020-08-03,flaneur
4350541,Every moment can't remain and every life won't stay the same...,487,10180,1.081,205.85,175.44,92.89,2020-08-03,arc_sec
4350542,"Every night you cry yourself to sleep, thinking ""Why does th...",276,12159,1.042,218.5,173.08,82.7,2020-08-03,quitless
4350543,"She took my arm, I don't know how it happened. We took the f...",233,1503,0.875,178.65,138.15,73.06,2020-08-03,keegant
4350544,People have the right to think and say whatever they want to...,127,2763,1.098,254.34,154.43,58.42,2020-08-04,joshua728
4350545,"If you continue to do what you've always done, you will cont...",96,1434,0.99,280.02,179.01,55.84,2020-08-04,joshua728
4350546,Twenty years from now you will be more disappointed by the t...,113,2748,1.034,238.06,143.8,54.89,2020-08-03,joshua728
4350547,"You think this is something, you think this is bad, this, th...",641,535,0.891,195.91,130.68,94.28,2020-08-03,joshua728
4350548,"Oh, this kindergarten crush is gettin' me wrong. I don't kno...",208,13384,1.039,221.28,180.69,82.85,2020-08-03,joshua728
4350549,"So, let me be honest... making money is not like I thought i...",174,6984,1.075,234.82,137.03,67.09,2020-08-03,joshua728
4350550,If someone is able to show me that what I think or do is not...,233,14022,1.073,230.96,176.28,85.23,2020-08-03,joshua728
4350551,"Mary, did you know that your baby boy would one day walk on ...",886,694,0.96,216.7,158.95,113.14,2020-10-09,joshua728
4350552,"It's what the philosopher Alan Watts used to refer to as ""th...",772,603,0.965,186.53,139.98,100.79,2020-08-03,joshunq
4350553,They say that the best weapon is the one you never have to f...,137,2843,1.024,239.58,125.06,53.35,2020-08-03,joshua728
4350554,"I mean, doesn't it kind of defeat the whole purpose of havin...",109,2739,0.982,216.84,136.91,51.47,2020-08-03,kudo_
4350555,"""Mr. Stark displays compulsive behavior."" In my own defense,...",196,917,0.721,174.65,118.15,57.64,2020-08-03,mononym_jisoo
4350556,"Brother, however I have wronged you, whatever I have done th...",205,14930,1.1,223.7,186.57,86.99,2020-08-03,quitless
4350557,"Yeah, divide and conquer is great, but he knows he has to ta...",179,7053,1.011,227.71,139.23,63.96,2020-08-03,joshua728
4350558,"I build neat stuff, got a great girl, occasionally save the ...",88,374,0.798,222.64,137.94,73.4,2020-08-03,joshua728
4350559,"Whenever I'm about to do something, I think, 'Would an idiot...",113,494,0.829,238.52,119.54,58.41,2020-08-03,joshua728
4350560,"As incredible as it may sound, once radio had been invented,...",292,12658,1.051,213.11,173.12,83.41,2020-08-03,joshua728
4350561,Things we can't see affect our lives much more than we think.,61,2011,0.966,262.74,205.42,123.1,2020-08-04,joshua728
4350562,There's always happier days to remember. And the more screwe...,111,2595,1.021,255.27,136.36,54.07,2020-08-03,joshua728
4350563,In this world everything is governed by balance. There's wha...,316,13362,1.146,269.43,196.79,94.61,2020-08-03,joshua728
4350564,There are moments in life we should just be able to have a r...,225,14400,1.087,219.05,179.81,85.66,2020-08-03,chakk
4350565,"Have you ever thought that if you can go back in time, you m...",95,1304,1.057,240.05,172.72,57.41,2020-08-03,joshua728
4350566,"The bullet of an M16 shoots out at 2,100 miles per hour. Fas...",170,5944,0.982,250.52,124.83,60.78,2020-10-09,joshua728
4350567,About 90% of this world's problems are caused by little word...,159,962,0.821,208.82,108.91,57.02,2020-08-03,joshua728
4350568,Great things don't happen in tiny little increments. You kno...,118,2765,0.992,222.78,127.2,52.09,2020-08-03,joshua728
4350569,"Sometimes when people love each other very much, they need t...",132,2642,1.078,259.16,144.46,56.66,2020-10-09,joshua728
4350570,"Sometimes we get so wrapped up in getting what we want, that...",124,2793,1.051,209.87,134.27,55.18,2020-08-03,flaneur
4350571,"I can't tell you that this is definitely gonna work out, the...",184,6647,1.044,239.53,137.71,65.53,2020-10-09,joshua728
4350572,"I am not a religious man, but every now and then, a child co...",117,2927,1.025,259.76,136.9,53.21,2020-08-03,joshua728
4350573,"Nature's first green is gold, her hardest hue to hold. Her e...",197,1001,0.882,248.84,110.45,61.29,2020-08-03,joshua728
4350574,Whose woods these are I think I know. His house is in the vi...,541,9449,1.053,223.76,172.97,89.21,2020-08-03,joshua728
4350575,"I know you can be underwhelmed, and you can be overwhelmed, ...",100,266,0.847,274.6,116.93,67.21,2020-08-03,joshua728
4350576,It is a telling testament of the rich and far-reaching natur...,404,10900,1.047,199.96,166.37,84.48,2020-10-09,joshua728
4350577,I waste at least an hour every day lying in bed. Then I wast...,179,7000,1.015,256.91,134.97,63.77,2020-08-03,joshua728
4350578,People are screwed up in this world. I'd rather be with some...,136,2766,0.991,233.11,119.78,51.75,2020-08-03,joshua728
4350579,I don't know how I can be so ambitious and so lazy at the sa...,68,1388,0.962,259.13,186.0,105.61,2020-10-09,l___l
4350580,Dreams are only dreams until you wake up and make them real.,60,2164,1.06,278.53,215.57,131.04,2020-08-03,joshua728
4350581,"See, when you mess something up, you learn for the next time...",159,7232,1.058,224.92,137.75,66.61,2020-08-03,joshua728
4350582,Some days I woke up and got out of bed and brushed my teeth ...,263,14271,1.097,238.73,179.04,86.9,2020-08-03,joshua728
4350583,"It was almost like a reverse nightmare, like when you wake u...",127,2714,1.004,274.0,135.94,52.07,2020-08-04,joshua728
4350584,"I never came to the beach or stood by the ocean, I never sat...",165,7580,1.118,224.8,153.98,70.48,2020-08-03,joshua728
4350585,"Do you love making cupcakes, but hate all the hard cupcake w...",418,534,0.835,211.83,120.36,78.44,2020-10-09,joshua728
4350586,You never should settle for the lifetime that is handed to y...,239,14768,1.159,250.04,196.27,92.96,2020-08-03,joshua728
4350587,"Some of you may die, but it's a sacrifice I am willing to make.",63,1814,0.924,238.56,186.24,112.51,2020-08-03,joshua728
4350588,"Long ago, two races ruled over Earth: Humans and Monsters. O...",210,1697,0.915,211.07,132.92,74.09,2020-08-03,joshua728
4350589,"If you've ever studied mortal age cartoons, you'll remember ...",878,682,0.948,218.32,140.15,101.49,2020-08-03,joshua728
4350590,"The less I know about other people's affairs, the happier I ...",230,13255,1.052,213.69,178.15,83.28,2020-08-04,slekap
4350591,"I made my mistakes, but in all of my years of public life, I...",448,9163,1.023,205.84,163.66,86.61,2020-08-03,joshua728
4350592,While you are failing to define success (and thereby renderi...,516,3777,1.017,203.1,156.61,88.53,2020-10-09,quitless
4350593,If you shirk the responsibility of confronting the unexpecte...,171,1030,0.869,213.95,113.94,60.6,2020-08-03,joshua728
4350594,It's a good idea to tell the person you are confronting exac...,533,8709,1.023,204.08,166.77,86.87,2020-08-03,quitless
4350595,Ogres trapped my spirit here long ago for daring to defy the...,199,6664,1.026,200.37,131.11,65.37,2020-08-03,joshua728
4350596,I'm trying to explain that I'm a person who wishes to live a...,332,12534,1.079,224.93,180.74,89.28,2020-08-03,joshua728
4350597,I thought that we were falling in love but we weren't; only ...,66,1492,0.925,248.74,187.92,108.78,2020-10-12,joshua728
4350598,Are you even listening? Look at me! These kids believe in yo...,343,11387,1.058,222.92,179.48,87.46,2020-08-03,joshua728
4350599,"If you push someone too hard in one direction, they're just ...",115,2759,1.083,251.14,163.86,58.09,2020-10-09,joshua728
4350600,"I want to be very small, and I want you to put me in your po...",161,7756,1.157,239.94,167.99,72.46,2020-08-03,arabianghosthaunting
4350601,Even a child that receives one bit of praise has the ability...,344,10603,1.037,219.19,173.56,84.74,2020-10-09,megaextremist
4350602,Getting information off the internet is like taking a drink ...,80,1605,1.034,248.77,178.26,68.63,2020-10-09,joshua728
4350603,"I'm such a mess, I'm such a wreck, and I just don't know wha...",140,6546,1.005,228.63,138.01,62.69,2020-10-09,joshua728
4350604,Do I need to be liked? Absolutely not. I like to be liked. I...,179,6463,0.991,252.94,135.26,62.19,2020-10-10,joshua728
4350605,History is written by the victor. History is filled with lia...,237,12020,1.036,214.19,170.67,81.88,2020-10-09,slekap
4350606,I don't like thinking about luck. I like to think of myself ...,310,11359,1.021,201.93,172.46,81.96,2020-10-09,
4350607,Google pays its star performers as much as 10 times more tha...,168,694,0.912,225.63,120.69,65.85,2020-10-09,joshua728
4350608,"As a job candidate, you must make your application stand out...",701,289,0.941,209.13,127.5,100.33,2020-10-10,joshua728
4350609,"One broken window, left unrepaired for any substantial lengt...",458,703,0.94,217.02,130.81,84.34,2020-10-09,joshua728
4350610,It is easy to say that names should reveal intent. What we w...,251,13734,1.139,257.7,191.1,91.63,2020-10-09,joshua728
4350611,People quickly learn to ignore the prefix (or suffix) to see...,224,10874,1.003,214.42,161.06,77.94,2020-10-09,joshua728
4350612,Pick one word for one abstract concept and stick with it. Fo...,457,7913,1.011,205.56,163.3,85.34,2020-10-09,quitless
4350613,Avoid using the same word for two purposes. Using the same t...,109,339,0.902,226.89,99.63,59.99,2020-10-09,joshua728
4350614,Could you manage all the details yourself? Probably not. Eve...,422,8486,1.013,201.95,169.59,86.5,2020-10-09,joshua728
4350615,Chernobyl melted down because the plant manager overrode eac...,277,975,0.913,218.77,129.46,74.87,2020-10-09,joshua728
4350616,Dead code is code that isn't executed. You find it in the bo...,714,460,0.972,170.75,133.38,100.62,2020-10-10,arc_sec
4350617,Every team should follow a coding standard based on common i...,567,8465,1.046,218.96,169.13,88.28,2020-10-09,slekap
4350618,"I like living. I have sometimes been wildly, despairingly, a...",185,6411,0.99,217.22,131.32,61.84,2020-10-09,joshua728
4350619,"For it is said that humans are never satisfied, that you giv...",284,12840,1.098,210.15,179.31,87.3,2020-10-09,mythicalrocket
4350620,"But in a solitary life, there are rare moments when another ...",154,6890,1.048,244.67,137.51,65.14,2020-10-09,joshua728
4350621,"Informally, an algorithm is any well-defined computational p...",270,943,0.914,215.33,132.67,76.09,2020-10-09,joshua728
4350622,"If the aliens came down today, what would they think, what w...",248,12462,1.063,206.65,176.84,83.88,2020-10-09,arc_sec
4350623,I pulled back the drape thing on the tent. There was a cryst...,297,12572,1.076,222.96,180.17,85.92,2020-10-09,joshua728
4350624,People assume that time is a strict progression from cause t...,191,625,0.86,209.01,108.79,61.71,2020-10-09,joshua728
4350625,"In many ways, the work of a critic is easy. We risk very lit...",584,8213,1.018,200.7,164.74,86.73,2020-10-09,joshua728
4350626,Congratulations! By opening this volume you have taken the f...,652,355,0.937,175.14,133.22,99.96,2020-10-09,joshua728
4350627,"Last night I wanted to take a sleeping pill, and then, I tho...",534,9018,1.03,210.07,165.42,87.47,2020-10-10,joshua728
4350628,"Out, out, brief candle! Life's but a walking shadow, a poor ...",215,1000,0.924,194.47,138.06,76.16,2020-10-09,
4350629,To have meaning in your life is better than to have what you...,135,2670,1.103,254.6,179.3,59.12,2020-10-09,l___l
4350630,"I enjoy having breakfast in bed, I like waking up to the sme...",576,816,0.946,191.71,137.39,88.85,2020-10-09,slekap
4350631,"I remember every wand I've ever sold, Mr. Potter. It so happ...",523,644,0.924,176.34,126.02,81.48,2020-10-09,slekap
4350632,"Give people what they need: food, medicine, clean air, pure ...",211,1130,0.946,203.73,139.19,78.95,2020-10-09,
4350633,"I have been second to Jo my whole life, in everything. And I...",203,13405,1.085,241.5,185.05,86.56,2020-10-09,deroche1
4350634,If the liberty of myself or my class or nation depends on th...,157,6848,1.071,250.13,138.07,66.48,2020-10-09,joshua728
4350635,"Mr. Madison, what you've just said is one of the most insane...",346,10305,1.043,235.4,171.93,84.92,2020-10-09,joshua728
4350636,"Unlike marbles, people don't just roll with it when you try ...",266,11558,1.039,226.08,171.1,82.91,2020-10-09,performancecheck
4350637,To be hopeful in bad times is not just foolishly romantic. I...,840,393,0.972,173.53,131.54,99.89,2020-10-09,joshua728
4350638,"If you suddenly and unexpectedly feel joy, don't hesitate. G...",581,7817,1.009,216.86,161.49,85.89,2020-10-09,joshua728
4350639,There are too many things we do not wish to know about ourse...,166,6906,1.045,232.76,144.27,65.97,2020-10-09,joshua728
4350640,There is something in our soul that loathes true attention m...,247,12389,1.046,237.77,182.48,84.83,2020-10-09,joshua728
4350641,Who has never killed an hour? Not casually or without though...,701,418,0.989,178.41,139.29,103.32,2020-10-09,keegant
4350642,"""The future is in our hands..."" Yeah. That may be true. But ...",103,1055,0.842,221.78,135.8,44.34,2020-10-10,joshua728
4350643,I'm trying to explain that I'm a person who wishes to live a...,332,6946,1.051,230.96,171.82,85.57,2020-10-09,joshua728
4350644,"What isn't clear is why people always say ""goes without sayi...",146,6245,0.992,244.32,137.82,62.31,2020-10-09,joshua728
4350645,"When I think of love I see your face, but when I think of yo...",122,2636,1.082,249.62,153.45,57.86,2020-10-10,joshua728
4350646,"According to legend, Slytherin had built a hidden chamber in...",402,844,0.928,201.57,130.7,80.3,2020-10-09,joshua728
4350647,"Someday, I will repay you. Unless of course, I can't find yo...",80,420,0.847,210.07,152.62,96.55,2020-10-10,joshua728
4350648,"The ancient Greeks believed humans once had four arms, four ...",550,673,0.937,215.7,133.51,85.53,2020-10-09,joshua728
4350649,"If you ask me, people spend far too much time looking for so...",158,6683,1.037,195.06,131.53,64.37,2020-10-09,joshua728
4350650,"Everyone in this town fears God, but you know who God fears?...",80,345,0.829,237.1,140.99,89.45,2020-10-10,joshua728
4350651,What's this? - A letter. - Who writes letters these days? - ...,401,548,0.795,195.69,116.05,71.55,2020-10-09,joshua728
4350652,Love is simply the name for the desire and pursuit of the wh...,64,1183,0.978,251.47,201.19,111.77,2020-10-09,joshua728
4350653,"Okay, you got me. I sometimes hide behind other people's wor...",208,13125,1.02,232.77,184.1,82.37,2020-10-09,joshua728
4350654,"I had a painting teacher once tell me that, the difference b...",241,12381,1.053,206.73,174.77,83.16,2020-10-09,slekap
4350655,The certificates we use to make certain of one another: cont...,338,842,0.862,204.13,122.32,73.26,2020-10-09,joshua728
4350656,"When a man is just born, he is weak and flexible; when he di...",330,995,0.949,211.56,133.37,78.71,2020-10-09,joshua728
4350657,"Charles IV, King of Bohemia and Holy Roman Emperor, had a lo...",522,504,0.851,202.64,118.66,78.97,2020-10-09,joshua728
4350658,There is neither happiness nor misery in the world; there is...,293,12113,1.05,226.69,175.56,83.27,2020-10-09,quitless
4350659,We've got to figure out what we know we don't know. To do th...,272,12768,1.085,219.25,185.94,87.89,2020-10-09,mononym_jisoo
4350660,We'll be here when the world slows down and the sunbeams fad...,262,11590,1.022,219.28,166.68,80.54,2020-10-09,quitless
4350661,"If a prediction is right, then it's like you only have one f...",376,10748,1.053,222.09,170.43,85.81,2020-10-09,joshua728
4350662,Just thinking about her made him warm inside. No longer did ...,414,9389,1.058,211.13,168.25,89.7,2020-10-09,joshua728
4350663,"Contemplate the marvel that is existence, and rejoice that y...",81,1457,1.01,239.53,177.26,66.23,2020-10-09,typos_z
4350664,And words were not just the pieces of speaking; they were th...,206,13126,1.09,228.25,186.92,86.26,2020-10-09,iamtyperacer
4350665,People are made of stories. Our memories are not the imparti...,169,6492,1.024,244.31,129.66,63.93,2020-10-10,joshua728
4350666,"If you remember everything, I wanted to say, and if you are ...",481,10088,1.105,214.35,181.52,94.43,2020-10-09,quitless
4350667,"When it comes to the dark arts, I believe in a practical app...",553,564,0.909,209.99,125.68,83.77,2020-10-09,joshua728
4350668,"Life is a waterfall, we're one in the river and one again af...",157,7034,1.056,235.47,134.94,65.91,2020-10-09,joshua728
4350669,"You know, the very powerful and the very stupid have one thi...",161,6645,1.058,257.12,141.92,66.43,2020-10-09,joshua728
4350670,Rudeness is merely the expression of fear. People fear they ...,187,6413,1.037,213.35,128.65,65.64,2020-10-09,joshua728
4350671,"I don't know who I am, I don't trust who you are. Lately all...",190,6539,1.064,261.59,139.36,67.68,2020-10-09,joshua728
4350672,"His poems were better than mine, and they delighted me; but ...",256,12220,1.044,207.47,171.77,82.28,2020-10-09,megaextremist
4350673,Soldiers! Don't give yourselves to brutes - men who despise ...,382,772,0.931,204.54,130.75,79.33,2020-10-09,joshua728
4350674,"There were dragons when I was a boy. There were great, grim,...",447,699,0.943,191.51,132.71,87.01,2020-10-09,arenasnow2
4350675,"Some might say that sunshine follows thunder, go and tell it...",232,13977,1.106,236.65,187.75,88.24,2020-10-09,slekap
4350676,"You, the people, have the power. The power to create machine...",390,11204,1.077,215.18,180.54,88.91,2020-10-09,joshua728
4350677,"Every once in a while, a book comes along that fundamentally...",98,1179,1.031,239.07,148.93,53.28,2020-10-09,joshua728
4350678,As human beings we belong to an extremely resilient species....,429,672,0.894,222.74,121.09,79.67,2020-10-09,joshua728
4350679,It takes tremendous energy to keep functioning while carryin...,139,355,0.91,227.46,108.62,63.79,2020-10-09,joshua728
4350680,Traumatized people so often keep repeating the same problems...,275,11672,1.041,214.54,176.82,82.66,2020-10-09,quitless
4350681,Some people's lives seem to flow in a narrative; mine had ma...,199,5932,0.986,235.48,124.84,61.85,2020-10-09,joshua728
4350682,"For the last ten years now I have kept a journal, using a co...",489,728,0.935,187.78,130.72,83.9,2020-10-09,performancecheck
4350683,They call it the cockroach effect because as with cockroache...,329,10920,1.03,205.91,167.97,83.24,2020-10-09,quitless
4350684,"When our god fails to respond in the ways we expect, we huma...",178,729,0.918,200.73,112.88,65.08,2020-10-09,joshua728
4350685,Don't underestimate the power of vision and direction. These...,519,620,0.873,200.55,123.77,79.2,2020-10-09,joshua728
4350686,"At the end of his tour of duty Tom was honorably discharged,...",658,382,0.937,175.94,128.09,96.3,2020-10-09,performancecheck
4350687,I eagerly asked Tom how the medicines had worked. He told me...,519,610,0.938,210.95,128.26,86.84,2020-10-09,joshua728
4350688,Nothing in my psychiatric training had prepared me to deal w...,528,693,0.955,197.38,133.57,87.4,2020-10-09,joshua728
4350689,Human beings are experts in wishful thinking and obscuring t...,69,729,0.888,238.34,175.83,124.86,2020-10-09,joshua728
4350690,The greatest sources of our suffering are the lies we tell o...,69,1044,0.984,263.95,195.4,112.31,2020-10-10,joshua728
4350691,The key to success is to become a successful thinker and the...,287,12029,1.047,228.5,170.68,81.6,2020-10-09,quitless
4350692,"I wanted to know what had pushed them over the brink, and wh...",579,9197,1.055,203.38,169.19,89.41,2020-10-09,slekap
4350693,Imagination gives us the opportunity to envision new possibi...,266,972,0.916,217.48,130.01,75.3,2020-10-09,joshua728
4350694,"Without imagination there is no hope, no chance to envision ...",110,2724,1.023,259.48,137.02,53.21,2020-10-09,joshua728
4350695,"You live through that little piece of time that is yours, bu...",185,6751,1.078,220.33,168.22,68.16,2020-10-09,flaneur
4350696,Some people say a man is made outta mud. A poor man's made o...,327,970,0.954,215.24,138.76,81.49,2020-10-09,joshua728
4350697,"So, the truth is, someone who wants you to do horrible thing...",523,8455,1.035,223.95,172.09,88.47,2020-10-09,joshua728
4350698,"Many years ago, I was married to a widow. This widow had a g...",854,381,0.937,176.83,131.5,100.27,2020-10-09,flaneur
4350699,Do you think there is the possibility of you and I? In this ...,473,8883,1.06,216.25,172.38,90.35,2020-10-09,joshua728
4350700,"None know if our temple, the Cradle, will prove powerful eno...",596,646,0.922,202.92,130.65,83.71,2020-10-09,joshua728
4940000,The kid in the back looked like he was ready to jump right o...,256,4909,1.014,205.24,153.55,83.27,2021-05-16,joshua728
4940001,"Wake up princess, I'm tired of your useless ideals. It's got...",220,5470,1.077,209.96,168.1,90.0,2021-05-15,slekap
4940002,Reach out your hand if your cup be empty. If your cup is ful...,154,5739,1.101,254.72,175.18,90.88,2021-05-16,joshua728
4940003,"For me, good design means that when I make a change, it's as...",266,5764,1.095,240.91,169.08,91.85,2021-05-15,joshua728
4940004,A good person? Well... I don't really like that term. Becaus...,184,2254,1.085,223.19,131.28,72.52,2021-05-15,joshua728
4940005,The end of the world started when a Pegasus landed on the ho...,120,654,1.043,210.5,104.48,59.15,2021-05-16,joshua728
4940006,It's important to take the time out of our busy schedules to...,116,623,1.048,264.09,117.76,62.19,2021-05-16,joshua728
4940007,"Kanbaru, if they find out what you did here, a lot of people...",363,5581,1.144,225.73,179.19,98.46,2021-05-16,typos_z
4940008,She was amazed Silveny had even let them get close enough to...,155,2204,1.031,227.3,118.86,67.58,2021-05-15,joshua728
4940009,It's moments like these where I feel like I am tied to the t...,384,5167,1.065,212.15,163.27,90.76,2021-05-09,joshua728
4940010,"Oh, Scarecrow, maybe the wind knows whether you wonder who's...",313,5410,1.079,217.78,167.61,90.02,2021-05-10,joshua728
4940011,What sets science and the law apart from religion is that no...,417,4275,1.03,191.62,156.0,88.32,2021-05-10,dlhivqulibrsfsirfg
4940012,Whenever you find yourself getting angry about a difference ...,190,2309,1.02,216.28,123.35,67.02,2021-05-10,joshua728
4940013,More than half of our neighbors believe that the entire cosm...,179,2388,1.023,224.73,124.55,67.61,2021-05-10,joshua728
4940014,To stand up straight with your shoulders back is to accept t...,509,3505,0.976,216.48,154.53,85.52,2021-05-09,joshua728
4940015,"Long ago, when man was young and the dragon already old, the...",627,2675,1.021,200.44,157.05,99.45,2021-05-10,quitless
4940016,"I've been thinking. When life gives you lemons, don't make l...",451,3720,0.972,202.19,152.13,84.63,2021-05-10,joshua728
4940017,"The problem is we don't notice the years pass, he thought. S...",370,5317,1.098,241.65,173.47,93.46,2021-05-09,joshua728
4940018,"Life is basically like a soap bubble. It rides on the wind, ...",249,2962,1.032,222.19,168.12,99.13,2021-05-09,joshua728
4940019,"I have all the characteristics of a human being: blood, fles...",350,4305,0.977,204.77,149.61,81.36,2021-05-09,joshua728
4940020,There are no more barriers to cross. All I have in common wi...,585,2609,1.002,214.04,151.32,96.27,2021-05-10,joshua728
4940021,"It's a beautiful day outside. Birds are singing, flowers are...",134,647,0.971,244.97,108.98,57.91,2021-05-10,joshua728
4940022,"It's a wonder to be alive. If you don't understand that, how...",96,295,1.071,264.22,129.61,71.81,2021-05-10,joshua728
4940023,In one remote corner of the vast sea of information on the I...,328,5688,1.128,223.05,180.96,96.8,2021-05-09,joshua728
4940024,Know this son: the hard truth of life is that everyone leave...,128,756,1.118,266.48,141.16,69.67,2021-05-10,joshua728
4940025,"From the moment that we met, I've been awake, like I've neve...",172,2446,1.066,252.14,130.57,71.02,2021-05-10,joshua728
4940026,"It often seems to me that's all detective work is, wiping ou...",348,5504,1.086,229.68,167.09,91.8,2021-05-09,joshua728
4940027,When you find that once again you long to take your heart ba...,126,981,1.189,283.36,196.72,87.4,2021-05-09,joshua728
4940028,"Close your eyes and surrender to your darkest dreams, purge ...",196,2518,1.087,237.7,136.49,72.29,2021-05-10,joshua728
4940029,I went out into the night and the neon and let the crowd pul...,211,5792,1.066,233.84,171.44,88.97,2021-05-10,joshua728
4940030,"Oh, I got it. You're trying to teach me how to be cool. You'...",195,2275,1.059,248.54,129.16,70.53,2021-05-10,joshua728
4940031,Giving expression to thought by the observable medium of wor...,378,2768,1.022,229.28,157.67,98.73,2021-05-10,joshua728
4940032,"Ladies and gentlemen, either you are closing your eyes to a ...",210,5708,1.066,218.96,167.71,87.86,2021-05-10,quitless
4940033,The doctor said I had tomato loss... all right. Dr. Amnesia ...,207,4722,0.968,211.51,145.85,78.97,2021-05-09,joshua728
4940034,I've seen horrors. Horrors that you've seen. But you have no...,470,2834,1.045,210.28,158.85,100.88,2021-05-10,joshua728
4940035,I wasn't hurt that badly. The doctor said all my bleeding wa...,112,679,1.017,252.02,115.81,60.22,2021-05-10,joshua728
4940036,"I struggled so hard for a goal, without realizing that the g...",192,2302,1.076,224.63,122.73,70.64,2021-05-10,joshua728
4940037,"I think we could do it if we tried, if only to say, you're m...",276,5653,1.081,235.01,180.19,90.84,2021-05-09,joshua728
4940038,"If you were here for the other night, you'd be terrified. Yo...",255,5659,1.053,214.86,164.13,88.12,2021-05-09,joshua728
4940039,"Alright, we got the wine. Aren't we lucky? We got wine. Whoo...",169,2746,0.915,209.85,144.71,87.74,2021-05-10,joshua728
4940040,We are all born dead. The end exists before anything begins....,345,5387,1.063,213.19,158.96,89.73,2021-05-10,joshua728
4940041,Have you ever come to hate the very thing that you helped to...,68,899,1.239,289.67,205.82,139.71,2021-05-10,joshua728
4940042,"For the majority of people, what they love exists only in th...",471,4825,1.101,237.21,173.87,96.25,2021-05-10,joshua728
4940043,One way to tell if you're really comfortable with a person i...,252,5696,1.072,240.63,174.99,89.99,2021-05-10,joshua728
4940044,"There is thought, and then there is thinking about thoughts,...",242,6086,1.124,241.1,182.23,94.71,2021-05-09,joshua728
4940045,"When you dance the dance of another, you make yourself in th...",140,2768,1.159,267.69,176.29,79.29,2021-05-10,joshua728
4940046,Quitting a job doesn't have to mean giving up. A job is just...,267,5500,1.069,237.81,174.82,90.73,2021-05-09,joshua728
4940047,"Betty Botter bought a bit of butter; ""But,"" she said, ""this ...",342,4015,0.951,197.89,144.22,79.19,2021-05-09,quitless
4940048,"Man, in his incredible ignorance, displays astonishing ingen...",144,2298,0.985,243.52,113.77,65.33,2021-05-09,joshua728
4940049,"I'm here, just like I said. Though it's breaking every rule ...",300,5295,1.05,214.82,163.66,87.79,2021-05-09,joshua728
4940050,"Any sufficiently advanced technique is, to the layperson, in...",87,263,0.908,236.9,111.77,64.86,2021-05-10,joshua728
4940051,"Amy, there was a song I couldn't get out of my head. Eventua...",264,5019,1.013,219.42,159.42,84.46,2021-05-09,joshua728
4940052,It's one thing to question your mind. It's another to questi...,478,2766,1.023,226.25,161.62,100.27,2021-05-10,joshua728
4940053,"The dark is generous, and it is patient, and it always wins....",387,3511,1.091,230.0,175.32,106.22,2021-05-09,joshua728
4940054,People who are really busy never have enough time to become ...,185,2464,1.081,257.69,128.41,71.06,2021-05-09,joshua728
4940055,Nothing makes itself unpopular quite so quickly as a person'...,270,4790,0.972,221.37,155.13,80.41,2021-05-09,joshua728
4940056,"I know it may be impossible to believe now, when everything ...",361,3391,1.102,217.42,174.57,106.8,2021-05-10,joshua728
4940057,"What a curious life we have found here tonight, there is mus...",269,6051,1.098,239.45,173.3,92.43,2021-05-09,joshua728
4940058,Calculus is a tool that helps us understand how a change in ...,864,2547,1.031,219.57,164.25,100.58,2021-05-10,joshua728
4940059,"Everyone I have cared for has either died or left me, everyo...",172,2464,1.075,246.07,132.78,71.51,2021-05-10,joshua728
4940060,And in the end I think I've learned the final lesson from my...,361,3301,1.069,211.24,162.48,102.71,2021-05-10,arabianghosthaunting
4940061,The full beauty of the subject of generating functions emerg...,431,2462,1.008,202.67,152.51,96.25,2021-05-10,joshua728
4940062,"Of course, an introduction. A beginning. I could introduce m...",366,2845,1.032,211.1,161.08,99.76,2021-05-09,joshua728
4940063,Ever since you were born you were cold as the snow. You were...,194,3632,1.077,210.18,171.9,104.44,2021-05-09,typos_z
4940064,"A crystalline solid has long-range order. In other words, it...",357,691,0.995,231.22,135.94,88.17,2021-07-01,joshua728
4940065,"The blade of suspicion is keener than that of hate, for it s...",332,829,1.008,230.41,135.61,87.92,2021-07-01,joshua728
4940066,"A person is smart. People are dumb, panicky, dangerous anima...",329,759,0.982,188.21,136.15,86.46,2021-07-01,joshua728
4940067,"In such environments, natural selection favors individual al...",234,758,0.9,174.91,125.8,76.84,2021-07-01,joshua728
4940068,No one can escape the fate that was chosen for them. All tha...,211,1009,1.048,218.14,146.84,90.46,2021-07-01,joshua728
4940069,"Close friends and relatives, while not meaning to do so, oft...",346,737,0.943,221.46,133.21,83.78,2021-07-01,joshua728
4940070,I never know if I can handle anything. That's what makes my ...,77,360,1.109,257.81,175.77,139.02,2021-07-02,joshua728
4940071,"Big bolts of lightning hanging low over the coast, everyone'...",394,778,0.98,234.99,139.77,88.14,2021-07-01,joshua728
4940072,Vlad was right. There are no choices. Nothing but a straight...,360,624,0.95,175.08,127.83,83.55,2021-07-01,joshua728
4940073,If we assume the existence of an omniscient and omnipotent b...,346,731,0.971,221.22,127.05,83.59,2021-07-01,joshua728
4940074,The original vampire family pledged to remain together alway...,132,152,0.944,242.05,94.33,75.54,2021-07-01,joshua728
4940075,I stretched out on the sofa and closed my eyes for a long ti...,325,842,1.085,236.48,149.44,95.75,2021-07-01,joshua728
